country,CTY_CODE,ISO3,HS2,2024_tariff,2025_tariff_increase,2025_tariff,2024_imports,2024_duty,HS_Section,sector_description
Denmark,4099.0,DNK,10,0.8000860281673041,10.0,10.800086028167303,159519846.0,1276296.0,2,Vegetable Products
Denmark,4099.0,DNK,14,0.0246216636670678,10.0,10.024621663667068,7948285.0,1957.0,2,Vegetable Products
Denmark,4099.0,DNK,26,0.3043384621519097,7.28480324363152,7.5891417057834305,51813037.0,157687.0,5,Mineral Products
Denmark,4099.0,DNK,46,9.329459002024397,10.0,19.329459002024397,14872588.0,1387532.0,9,Wood Products
Denmark,4099.0,DNK,47,0.0,10.0,10.0,402183218.0,0.0,10,Pulp & Paper
Denmark,4099.0,DNK,78,2.5204899015477134,10.0,12.520489901547712,15085480.0,380228.0,15,Base Metals
Denmark,4099.0,DNK,80,0.4373124567074629,3.1508469137869928,3.5881593704944557,79431993.0,347366.0,15,Base Metals
Estonia,4470.0,EST,2,0.4892981798993122,10.0,10.489298179899313,617835325.0,3023057.0,1,Live Animals
Estonia,4470.0,EST,6,3.381272020802259,10.0,13.381272020802259,269514193.0,9113008.0,2,Vegetable Products
Estonia,4470.0,EST,7,5.851131453210957,10.0,15.851131453210957,456312992.0,26699473.0,2,Vegetable Products
Estonia,4470.0,EST,14,0.0246216636670678,10.0,10.024621663667068,7948285.0,1957.0,2,Vegetable Products
Estonia,4470.0,EST,17,5.74719366263002,10.0,15.747193662630021,626195916.0,35988692.0,4,"Food, Bev. & Tobacco"
Estonia,4470.0,EST,23,0.5922664854942462,10.0,10.592266485494246,496481748.0,2940495.0,4,"Food, Bev. & Tobacco"
Estonia,4470.0,EST,26,0.3043384621519097,7.28480324363152,7.5891417057834305,51813037.0,157687.0,5,Mineral Products
Estonia,4470.0,EST,36,0.9475248873236818,10.0,10.947524887323683,244535635.0,2317036.0,6,Chemicals
Estonia,4470.0,EST,41,2.6192944035755903,10.0,12.61929440357559,201330442.0,5273437.0,8,Leather
Estonia,4470.0,EST,43,2.9632423715799394,10.0,12.96324237157994,54196478.0,1605973.0,8,Leather
Estonia,4470.0,EST,47,0.0,10.0,10.0,402183218.0,0.0,10,Pulp & Paper
Estonia,4470.0,EST,50,0.6440405317432613,10.0,10.644040531743261,12718920.0,81915.0,11,Textile & App.
Estonia,4470.0,EST,51,9.007027272459602,10.0,19.007027272459602,79235721.0,7136783.0,11,Textile & App.
Estonia,4470.0,EST,60,10.05741358074997,10.0,20.05741358074997,104055520.0,10465294.0,11,Textile & App.
Estonia,4470.0,EST,78,2.5204899015477134,10.0,12.520489901547712,15085480.0,380228.0,15,Base Metals
Estonia,4470.0,EST,79,1.3587824959622126,7.472316945529016,8.83109944149123,106112568.0,1441839.0,15,Base Metals
Estonia,4470.0,EST,80,0.4373124567074629,3.1508469137869928,3.5881593704944557,79431993.0,347366.0,15,Base Metals
Finland,4050.0,FIN,10,0.8000860281673041,10.0,10.800086028167303,159519846.0,1276296.0,2,Vegetable Products
Finland,4050.0,FIN,14,0.0246216636670678,10.0,10.024621663667068,7948285.0,1957.0,2,Vegetable Products
Finland,4050.0,FIN,23,0.5922664854942462,10.0,10.592266485494246,496481748.0,2940495.0,4,"Food, Bev. & Tobacco"
Finland,4050.0,FIN,24,4.745406632130714,10.0,14.745406632130713,288744128.0,13702083.0,4,"Food, Bev. & Tobacco"
Finland,4050.0,FIN,26,0.3043384621519097,7.28480324363152,7.5891417057834305,51813037.0,157687.0,5,Mineral Products
Finland,4050.0,FIN,50,0.6440405317432613,10.0,10.644040531743261,12718920.0,81915.0,11,Textile & App.
Finland,4050.0,FIN,54,6.430670105199901,10.0,16.4306701051999,270927535.0,17422456.0,11,Textile & App.
Finland,4050.0,FIN,66,5.293805623012614,16.098946639419523,21.392752262432136,10610042.0,561675.0,12,Footwear
Finland,4050.0,FIN,80,0.4373124567074629,3.1508469137869928,3.5881593704944557,79431993.0,347366.0,15,Base Metals
Greece,4840.0,GRC,2,0.4892981798993122,10.0,10.489298179899313,617835325.0,3023057.0,1,Live Animals
Greece,4840.0,GRC,6,3.381272020802259,10.0,13.381272020802259,269514193.0,9113008.0,2,Vegetable Products
Greece,4840.0,GRC,26,0.3043384621519097,7.28480324363152,7.5891417057834305,51813037.0,157687.0,5,Mineral Products
Greece,4840.0,GRC,36,0.9475248873236818,10.0,10.947524887323683,244535635.0,2317036.0,6,Chemicals
Greece,4840.0,GRC,37,1.2961914104748389,10.0,11.296191410474838,307079955.0,3980344.0,6,Chemicals
Greece,4840.0,GRC,45,0.0175445524933937,10.0,10.017544552493394,254734340.0,44692.0,9,Wood Products
Greece,4840.0,GRC,47,0.0,10.0,10.0,402183218.0,0.0,10,Pulp & Paper
Greece,4840.0,GRC,50,0.6440405317432613,10.0,10.644040531743261,12718920.0,81915.0,11,Textile & App.
Greece,4840.0,GRC,51,9.007027272459602,10.0,19.007027272459602,79235721.0,7136783.0,11,Textile & App.
Greece,4840.0,GRC,75,1.816766603210236,9.071960044271028,10.888726647481265,1000540574.0,18177487.0,15,Base Metals
Greece,4840.0,GRC,78,2.5204899015477134,10.0,12.520489901547712,15085480.0,380228.0,15,Base Metals
Greece,4840.0,GRC,80,0.4373124567074629,3.1508469137869928,3.5881593704944557,79431993.0,347366.0,15,Base Metals
Hungary,4370.0,HUN,3,0.9438492316485276,10.0,10.943849231648528,987243374.0,9318089.0,1,Live Animals
Hungary,4370.0,HUN,8,2.865497132335943,10.0,12.865497132335943,167195491.0,4790982.0,2,Vegetable Products
