Country,iso3,HS2,summary_code,impVal,bea_total,weight
Argentina,ARG,95,333,113917.0,89087006.0,0.001278716224900408
Argentina,ARG,98,333,627711.0,89087006.0,0.0070460444029289745
Argentina,ARG,84,334,468805.0,10768738.0,0.04353388484333076
Argentina,ARG,85,334,4841735.0,10768738.0,0.4496102514519343
Argentina,ARG,90,334,5452552.0,10768738.0,0.5063315682859031
Argentina,ARG,91,334,5646.0,10768738.0,0.0005242954188318074
Argentina,ARG,68,335,44523.0,11443862.0,0.0038905572262231056
Argentina,ARG,73,335,323134.0,11443862.0,0.02823644675197936
Argentina,ARG,84,335,886928.0,11443862.0,0.07750250745770965
Argentina,ARG,85,335,9748511.0,11443862.0,0.8518549944066085
Argentina,ARG,94,335,440766.0,11443862.0,0.03851549415747935
Argentina,ARG,84,3361MV,23303995.0,30950537.0,0.7529431557197215
Argentina,ARG,85,3361MV,732197.0,30950537.0,0.023657004723375237
Argentina,ARG,87,3361MV,6662822.0,30950537.0,0.21527322773107296
Argentina,ARG,94,3361MV,251523.0,30950537.0,0.008126611825830356
Argentina,ARG,84,3364OT,7500231.0,9822302.0,0.7635919767077005
Argentina,ARG,87,3364OT,588020.0,9822302.0,0.059865803352411685
Argentina,ARG,88,3364OT,1164989.0,9822302.0,0.11860651403306476
Argentina,ARG,89,3364OT,543900.0,9822302.0,0.05537398463211577
Argentina,ARG,98,3364OT,25162.0,9822302.0,0.0025617212747072937
Argentina,ARG,83,337,167413.0,4237058.0,0.03951161395477711
Argentina,ARG,90,337,7631.0,4237058.0,0.0018010138166624106
Argentina,ARG,94,337,4062014.0,4237058.0,0.9586873722285605
Argentina,ARG,30,339,88817.0,4820258.0,0.018425777209435678
Argentina,ARG,39,339,116211.0,4820258.0,0.024108875500025103
Argentina,ARG,40,339,184760.0,4820258.0,0.03832989852410389
Argentina,ARG,42,339,1321.0,4820258.0,0.00027405172088299006
Argentina,ARG,65,339,2350.0,4820258.0,0.0004875257714421095
Argentina,ARG,67,339,2500.0,4820258.0,0.0005186444377043718
Argentina,ARG,71,339,437277.0,4820258.0,0.09071651351442184
Argentina,ARG,74,339,4284.0,4820258.0,0.0008887491084502116
Argentina,ARG,83,339,492356.0,4820258.0,0.10214308030814948
